Date,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD
2020-07-13,0.12415599822998047,4.896294116973877,18.409563064575195,9243.6142578125,239.60458374023438,1.175734043121338,0.1985750049352646
2020-07-14,0.13196299970149994,4.986753940582275,18.082908630371094,9243.2138671875,240.21148681640625,1.148074984550476,0.19880899786949158
2020-09-22,0.08175399899482727,5.2346320152282715,24.100740432739258,10538.4599609375,344.503173828125,2.9155189990997314,0.23341700434684753
2020-09-23,0.07676299661397934,4.11846923828125,22.856977462768555,10246.1865234375,321.1163024902344,2.836756944656372,0.22122099995613098
2020-09-24,0.08281700313091278,4.566561222076416,24.61382484436035,10760.06640625,349.3555908203125,3.1327149868011475,0.23290500044822693
2020-09-25,0.09684500098228455,4.712278842926025,24.663387298583984,10692.716796875,352.1832580566406,3.1886119842529297,0.24192200601100922
2020-09-26,0.09556400030851364,4.539248943328857,26.221181869506836,10750.7236328125,355.48809814453125,3.1347029209136963,0.24216000735759735
2020-09-27,0.10128699988126755,4.62553596496582,26.199216842651367,10775.26953125,357.4385070800781,3.152946949005127,0.2427549958229065
2020-09-28,0.10066699981689453,4.204802989959717,26.97960662841797,10709.65234375,355.159423828125,2.9566779136657715,0.2418619990348816
2020-09-29,0.10118100047111511,4.142951011657715,28.842979431152344,10844.640625,359.75738525390625,2.9464330673217773,0.24317699670791626
2020-09-30,0.10106199979782104,4.322546005249023,29.290876388549805,10784.4912109375,359.9378662109375,2.897876024246216,0.241784006357193
2020-10-01,0.09786500036716461,4.151090145111084,27.43197250366211,10619.4521484375,353.2059020996094,2.861027956008911,0.2382490038871765
2020-10-02,0.09292100369930267,3.9271559715270996,27.285680770874023,10575.974609375,346.2389221191406,2.6260828971862793,0.23411700129508972
2020-10-03,0.09341300278902054,4.021659851074219,28.20231056213379,10549.3291015625,346.5220947265625,2.5473029613494873,0.2329380065202713
2020-10-04,0.09634800255298615,3.9611101150512695,28.9438533782959,10669.5830078125,352.5790100097656,2.5159950256347656,0.2476850003004074
2020-10-05,0.09754399955272675,3.978019952774048,28.659103393554688,10793.33984375,353.956787109375,2.657644033432007,0.2508159875869751
2020-10-06,0.09280800074338913,3.5376579761505127,27.714527130126953,10604.40625,340.81585693359375,2.1762499809265137,0.2453410029411316
2020-10-07,0.09380000084638596,3.4468181133270264,27.704835891723633,10668.96875,341.80865478515625,2.2917959690093994,0.248539000749588
2020-10-08,0.09615200012922287,3.9042789936065674,27.705310821533203,10915.685546875,350.7661437988281,2.365220069885254,0.2514539957046509
2020-10-09,0.10192500054836273,4.235304832458496,28.445030212402344,11064.4580078125,365.5904846191406,2.5398590564727783,0.25349101424217224
2020-10-10,0.10502500087022781,4.026704788208008,28.31248664855957,11296.361328125,370.96759033203125,2.406090021133423,0.25429001450538635
2020-10-11,0.10653799772262573,4.095879077911377,28.555580139160156,11384.181640625,375.1420593261719,2.4265780448913574,0.25571900606155396
2020-10-12,0.11003399640321732,4.415740013122559,30.71468162536621,11555.36328125,387.73126220703125,2.5870718955993652,0.2564460039138794
