Date,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD
2020-07-14,0.060982752837147484,0.018306568861686835,-0.01790304377298754,-4.331631390260929e-05,0.0025297335252932197,-0.023806056774464558,0.001177666738566071
2020-09-22,-0.47880685205296764,0.048511363497966246,0.28727534577626795,0.13114177237247826,0.3605835728791389,0.9319612349255693,0.16048201804399903
2020-09-23,-0.06299201682748932,-0.23981499846137455,-0.05298613322637559,-0.028125828810467837,-0.07029993270086835,-0.027386369453494062,-0.053664370502631745
2020-09-24,0.07591068301065697,0.10327890362780143,0.0740518404782262,0.04893613643511954,0.08428691779931911,0.09923855770587067,0.05146844537321595
2020-09-25,0.15647838030502229,0.031411167946685366,0.0020115777163897666,-0.00627888978372976,0.008061371238387995,0.017685670957748076,0.03798473797390343
2020-09-26,-0.013315589108935188,-0.0374100544066074,0.06124770409130475,0.005410230472935921,0.009340109881336316,-0.017051299926970683,0.0009833100970180293
2020-09-27,0.05816188683100921,0.01883068118404522,-0.0008380336159433685,0.0022805831897412406,0.005471569688123464,0.005803147334363417,0.002453991977956936
2020-09-28,-0.00614003201849549,-0.09536480761690208,0.029351751736943345,-0.006108227146350323,-0.006396569296731164,-0.06427124326831685,-0.003685375495383564
2020-09-29,0.005092958706639461,-0.014819102289534399,0.06678534551122892,0.01252558330751577,0.01286310453247727,-0.003471002548552212,0.005422248134290671
2020-09-30,-0.0011768089562485913,0.04243624306179094,0.015409465409388987,-0.0055619032310387645,0.0005015482885214668,-0.01661724582297357,-0.005744767818088828
2020-10-01,-0.032145206184791345,-0.040473596406878684,-0.06556686866123869,-0.015421675401221661,-0.018880243744131397,-0.012797077788253593,-0.014728430326110474
2020-10-02,-0.051839272104908685,-0.05545549277823137,-0.00534716211677059,-0.004102545378274992,-0.01992211584148848,-0.08568764219495813,-0.017495365638176164
2020-10-03,0.00528084210033967,0.023779223151563795,0.03304185871704534,-0.0025226166977002406,0.000817518931658389,-0.030458206001919716,-0.005048644204015274
2020-10-04,0.030936111786434954,-0.015170397624715582,0.025953953522198044,0.011334718114116692,0.017328156966309308,-0.012366775491529373,0.06138542702181995
2020-10-05,0.012336890184516027,0.004259878135158698,-0.009886725270995197,0.011532279024733388,0.0039000963621249117,0.05477166686725651,0.012561774337639815
2020-10-06,-0.04977070268954107,-0.1173192766582191,-0.03351441681529065,-0.017659664062251813,-0.03783251293633223,-0.19983682527491597,-0.02207046152617373
2020-10-07,0.010632014052409513,-0.02601340005759287,-0.0003497419664778963,0.006069812450621233,0.002908769124222558,0.05173257279740221,0.012950686328078897
2020-10-08,0.024765408958948004,0.12462161004002917,1.7142340807666986e-05,0.022861384647314218,0.025868652876675627,0.03153529428707471,0.011660275256027974
2020-10-09,0.05830698009094683,0.08138217531895053,0.026349339110797083,0.013537193923190284,0.04139406805374209,0.07123751949283862,0.008068322482009335
2020-10-10,0.029961171255978507,-0.05050693377872742,-0.004670528666985049,0.02074267777372715,0.014600888707539443,-0.05410555779321751,0.0031470294375217965
2020-10-11,0.014303282303028691,0.017032994243185818,0.008549436793984403,0.007744148940002064,0.011190077908242826,0.008479020791284446,0.005603804003637603
2020-10-12,0.032287668610446046,0.07519406809453012,0.07288840065440368,0.014924866101628098,0.033007697367093705,0.06404464101561202,0.002838922325556542
2020-10-13,-0.01080022361274829,0.016243721974057244,-0.00025842700576215625,-0.011267025530866026,-0.017012530113568024,-0.07301417668736518,-0.00047972550439009715
2020-10-14,-0.014388431921109576,-0.07829735488283228,0.006665962693577657,0.000315673400463534,-0.004487407569448486,-0.0382604929390728,-0.027187923701574104
2020-10-15,-0.006188962385704391,-0.005485472726216767,0.012337646796655282,0.005744241377636975,-0.005396065425306912,-0.021043426545917097,-0.014162879179753294
2020-10-16,-0.024405638547330806,-0.02127279709497654,-0.04245859273431776,-0.01518396829079633,-0.030157641893368888,-0.053026410779026895,-0.022604522178611124
2020-10-17,0.019413638625621416,0.03777034267411624,0.008410500024505543,0.0031726798498982116,0.0071472932758332485,0.02411256054598085,0.0020275224026379793
2020-10-18,0.012028659594844853,-0.01923695240092322,0.01350545703501501,0.010967693217915127,0.02505321295561718,0.005626682680505106,0.005356468729351134
2020-10-19,0.011931760421160658,-0.016103230785707884,-0.024246795425992385,0.02227634146506345,0.0045424477926324,-0.07314794127952637,0.015318134523879656
2020-10-20,-0.058575904602180755,-0.06321357199407503,-0.038201560345497494,0.014734826605249336,-0.02883420252109035,-0.08589955539061536,-0.009768534484527785
2020-10-21,0.03539742514126146,0.04216759219015482,0.033085288869430296,0.07338405430586939,0.060578761681115,0.0009028746706242277,0.03248342120356645
2020-10-22,0.04046521908826117,0.0842154630989424,0.029319642930614467,0.011027987566796663,0.05357112064351409,0.033947320364507066,0.020424734646130798
2020-10-23,-0.022767446577706386,-0.012199782796130099,-0.000790670823030588,-0.0026529704553783216,-0.009729508746582299,0.0022381845514341894,-0.007535913731687743
2020-10-24,-7.403772673640151e-05,-0.017134228104299164,-0.0014745922791919615,0.01355828284978525,0.0065454829353202735,-0.02490243920912473,0.006070760500114881
2020-10-25,-0.016080460549340075,-0.008747594052766339,-0.015858985790960952,-0.0058830252475124915,-0.015244035911615272,-0.06726480678400756,-0.012628688757945952
2020-10-26,-0.03107468805479407,0.0018673899700877871,0.034184982760515285,0.0033765071930938885,-0.03082202262903256,-0.05875295337349612,-0.01803189733204181
2020-10-27,-0.0026223436713331176,-0.009351543350433799,0.015421107475651593,0.04332755896265355,0.025340169748722306,0.014586931432511135,0.01679107584710726
2020-10-28,-0.03816044640287984,-0.013588659184614101,-0.041140296098015845,-0.02844584941845549,-0.038726407673900454,-0.13781731668601388,-0.0282075503150186
2020-10-29,-0.037060522606365866,-0.07432574171697645,-0.017308629170935487,0.012475103458646658,-0.004954102753223018,-0.04188161387127767,-0.014626634503803344
2020-10-30,-0.021267591748757416,-0.016121045384438388,-0.04573362719528314,0.008052075583308513,-0.010162196034475704,0.008640371407336003,-0.012922819880146047
